Id,ModelId,Plate,Permissions,IsStowed,Inventory,EngineInventory,Color,Smoothness,X,Y,Z,RotX,RotY,RotZ,BizId,Fuel,Damages,Serigraphie,EurosoftData,AccessoriesData
39,1,GR-687-XS,"{""owner"":{""groupId"":0,""characterId"":2},""coOwners"":[]}",0,"{""inventory"":[{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,619.046203613281,50.0495986938477,999.871459960938,9.70249093370512e-05,233.956512451172,7.85251104389317e-05,0,96.9984893798828,[],https://zupimages.net/up/26/01/ie3l.png,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":true},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":false},{""id"":5,""color"":"""",""isActive"":false},{""id"":6,""color"":"""",""isActive"":true},{""id"":7,""color"":"""",""isActive"":false},{""id"":8,""color"":"""",""isActive"":false},{""id"":9,""color"":"""",""isActive"":false},{""id"":10,""color"":"""",""isActive"":false},{""id"":11,""color"":"""",""isActive"":false},{""id"":12,""color"":"""",""isActive"":false},{""id"":13,""color"":"""",""isActive"":false},{""id"":14,""color"":"""",""isActive"":false},{""id"":15,""color"":"""",""isActive"":false},{""id"":16,""color"":"""",""isActive"":false},{""id"":17,""color"":"""",""isActive"":false},{""id"":18,""color"":"""",""isActive"":false},{""id"":19,""color"":"""",""isActive"":true},{""id"":20,""color"":"""",""isActive"":false},{""id"":21,""color"":"""",""isActive"":false},{""id"":22,""color"":"""",""isActive"":false},{""id"":23,""color"":"""",""isActive"":false},{""id"":24,""color"":"""",""isActive"":false}]}"
40,1,RX-961-DV,"{""owner"":{""groupId"":0,""characterId"":2},""coOwners"":[]}",0,"{""inventory"":[{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":67.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,354.545837402344,50.0496101379395,835.425170898438,5.98280894337222e-06,270.792541503906,3.48706016666256e-05,0,66.71923828125,[],https://zupimages.net/up/26/01/ie3l.png,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":true},{""id"":5,""color"":"""",""isActive"":false},{""id"":6,""color"":"""",""isActive"":true},{""id"":7,""color"":"""",""isActive"":false},{""id"":8,""color"":"""",""isActive"":false},{""id"":9,""color"":"""",""isActive"":true},{""id"":10,""color"":"""",""isActive"":false},{""id"":11,""color"":"""",""isActive"":false},{""id"":12,""color"":"""",""isActive"":false},{""id"":13,""color"":"""",""isActive"":false},{""id"":14,""color"":"""",""isActive"":false},{""id"":15,""color"":"""",""isActive"":false},{""id"":16,""color"":"""",""isActive"":false},{""id"":17,""color"":"""",""isActive"":false},{""id"":18,""color"":"""",""isActive"":false},{""id"":19,""color"":"""",""isActive"":false},{""id"":20,""color"":"""",""isActive"":false},{""id"":21,""color"":"""",""isActive"":false},{""id"":22,""color"":"""",""isActive"":false},{""id"":23,""color"":"""",""isActive"":false},{""id"":24,""color"":"""",""isActive"":false}]}"
41,60,ZW-228-LP,"{""owner"":{""groupId"":0,""characterId"":2},""coOwners"":[]}",0,"{""inventory"":[{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":89.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,618.117919921875,50.1045989990234,1031.73083496094,-6.86811326886527e-05,192.564926147461,-8.10559140518308e-06,0,79.0487213134766,,https://zupimages.net/up/26/01/c3ea.png,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":true},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":true},{""id"":5,""color"":"""",""isActive"":false}]}"
42,15,ZR-092-XV,"{""owner"":{""groupId"":0,""characterId"":19},""coOwners"":[]}",0,"{""inventory"":[{""itemId"":136,""number"":20,""data"":""""},{""itemId"":136,""number"":20,""data"":""""},{""itemId"":1564,""number"":1,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":99.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,400.002746582031,50.085765838623,860.325561523438,2.02448027266655e-05,90.5265350341797,-4.2644540371839e-05,0,70.6218032836914,[],,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":false},{""id"":5,""color"":"""",""isActive"":false},{""id"":6,""color"":"""",""isActive"":false},{""id"":7,""color"":"""",""isActive"":false},{""id"":8,""color"":"""",""isActive"":false},{""id"":9,""color"":"""",""isActive"":false},{""id"":10,""color"":"""",""isActive"":false},{""id"":11,""color"":"""",""isActive"":false}]}"
43,1,XK-253-LE,"{""owner"":{""groupId"":0,""characterId"":17},""coOwners"":[]}",0,"{""inventory"":[{""itemId"":0,""number"":0,""data"":""""},{""itemId"":3,""number"":4,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":4,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":1066,""number"":1,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":78.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":78.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":92.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":84.0}""},{""itemId"":5,""number"":3,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":89.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,267.819702148438,50.0496063232422,635.990356445313,5.39085376658477e-05,272.596710205078,-7.10049498593435e-05,9,11.5516891479492,[],https://imgur.com/ntgGVfz.png,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":false},{""id"":5,""color"":"""",""isActive"":false},{""id"":6,""color"":"""",""isActive"":false},{""id"":7,""color"":"""",""isActive"":false},{""id"":8,""color"":"""",""isActive"":false},{""id"":9,""color"":"""",""isActive"":true},{""id"":10,""color"":"""",""isActive"":false},{""id"":11,""color"":"""",""isActive"":false},{""id"":12,""color"":"""",""isActive"":false},{""id"":13,""color"":"""",""isActive"":false},{""id"":14,""color"":"""",""isActive"":false},{""id"":15,""color"":"""",""isActive"":false},{""id"":16,""color"":"""",""isActive"":false},{""id"":17,""color"":"""",""isActive"":false},{""id"":18,""color"":"""",""isActive"":false},{""id"":19,""color"":"""",""isActive"":true},{""id"":20,""color"":"""",""isActive"":false},{""id"":21,""color"":"""",""isActive"":false},{""id"":22,""color"":"""",""isActive"":false},{""id"":23,""color"":"""",""isActive"":false},{""id"":24,""color"":"""",""isActive"":false}]}"
44,16,KQ-662-RY,"{""owner"":{""groupId"":0,""characterId"":2},""coOwners"":[{""groupId"":0,""characterId"":27}]}",0,"{""inventory"":[{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":48.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":31.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":57.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":48.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":51.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,634.823913574219,50.0715293884277,980.13671875,0.000123537334729917,218.093215942383,-0.00012237171176821,0,53.883617401123,[],,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":false},{""id"":5,""color"":"""",""isActive"":false},{""id"":6,""color"":"""",""isActive"":false},{""id"":7,""color"":"""",""isActive"":false},{""id"":8,""color"":"""",""isActive"":false}]}"
46,16,ZD-041-GW,"{""owner"":{""groupId"":0,""characterId"":27},""coOwners"":[{""groupId"":0,""characterId"":57},{""groupId"":0,""characterId"":13}]}",0,"{""inventory"":[{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":83.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":82.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":95.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":76.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":89.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,355.063507080078,50.069580078125,604.384155273438,0.00014367513358593,107.239433288574,-0.000182108444278128,0,43.3910713195801,[],,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":false},{""id"":5,""color"":"""",""isActive"":false},{""id"":6,""color"":"""",""isActive"":false},{""id"":7,""color"":"""",""isActive"":false},{""id"":8,""color"":"""",""isActive"":false}]}"
47,14," 
Kioba PREMIUM












","{""owner"":{""groupId"":0,""characterId"":5},""coOwners"":[]}",0,"{""inventory"":[{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,310.633972167969,42.4723739624023,1043.52783203125,-3.575477967388e-05,97.7597351074219,-3.44662184943445e-05,0,100.0,[],,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":false},{""id"":5,""color"":"""",""isActive"":false}]}"
51,5,ZV-686-AD,"{""owner"":{""groupId"":0,""characterId"":3},""coOwners"":[]}",1,"{""inventory"":[{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,368.045349121094,50.0494117736816,770.885192871094,359.976501464844,292.366638183594,0.000122954239486717,0,100.0,[],,,
53,5,LF-807-XP,"{""owner"":{""groupId"":0,""characterId"":3},""coOwners"":[]}",1,"{""inventory"":[{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,397.607940673828,50.0496063232422,720.70849609375,2.837274405465e-05,71.7404327392578,4.65923440060578e-05,0,100.0,[],,,"{""accessoryList"":[]}"
54,16,RY-169-GF,"{""owner"":{""groupId"":0,""characterId"":28},""coOwners"":[]}",0,"{""inventory"":[{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,374.061370849609,50.1054496765137,750.607788085938,0.619874775409698,110.555419921875,359.164794921875,0,53.0464401245117,[],,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":false},{""id"":5,""color"":"""",""isActive"":false},{""id"":6,""color"":"""",""isActive"":false},{""id"":7,""color"":"""",""isActive"":false},{""id"":8,""color"":"""",""isActive"":false}]}"
55,16,CD-449-AK,"{""owner"":{""groupId"":0,""characterId"":2},""coOwners"":[]}",0,"{""inventory"":[{""itemId"":78,""number"":1,""data"":""""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":5.0}""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""},{""itemId"":0,""number"":0,""data"":""""}],""passcode"":""1234""}","{""inventory"":[{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":4,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""},{""itemId"":5,""number"":1,""data"":""{\""statePercentage\"":90.5}""},{""itemId"":3,""number"":1,""data"":""{\""statePercentage\"":100.0}""}],""passcode"":""""}",#ffffff,0.850000023841858,609.934814453125,50.069580078125,955.580505371094,0.00014957832172513,200.689559936523,-6.82218305882998e-05,0,62.2907981872559,[],https://zupimages.net/up/26/01/ei34.png,,"{""accessoryList"":[{""id"":0,""color"":"""",""isActive"":false},{""id"":1,""color"":"""",""isActive"":false},{""id"":2,""color"":"""",""isActive"":false},{""id"":3,""color"":"""",""isActive"":false},{""id"":4,""color"":"""",""isActive"":false},{""id"":5,""color"":"""",""isActive"":false},{""id"":6,""color"":"""",""isActive"":false},{""id"":7,""color"":"""",""isActive"":false},{""id"":8,""color"":"""",""isActive"":false}]}"
